,0
2968,600794.SH
2969,600795.SH
2970,600796.SH
2971,600797.SH
2972,600798.SH
2973,600799.SH
2974,600800.SH
2975,600801.SH
2976,600802.SH
2977,600803.SH
2978,600804.SH
2979,600805.SH
2980,600806.SH
2981,600807.SH
2982,600808.SH
2983,600809.SH
2984,600810.SH
2985,600811.SH
2986,600812.SH
2987,600813.SH
2988,600814.SH
2989,600815.SH
2990,600816.SH
2991,600817.SH
2992,600818.SH
2993,600819.SH
2994,600820.SH
2995,600821.SH
2996,600822.SH
2997,600823.SH
2998,600824.SH
2999,600825.SH
3000,600826.SH
3001,600827.SH
3002,600828.SH
3003,600829.SH
3004,600830.SH
3005,600831.SH
3006,600832.SH
3007,600833.SH
3008,600834.SH
3009,600835.SH
3010,600836.SH
3011,600837.SH
3012,600838.SH
3013,600839.SH
3014,600840.SH
3015,600841.SH
3016,600842.SH
3017,600843.SH
3018,600844.SH
3019,600845.SH
3020,600846.SH
3021,600847.SH
3022,600848.SH
3023,600850.SH
3024,600851.SH
3025,600852.SH
3026,600853.SH
3027,600854.SH
3028,600855.SH
3029,600856.SH
3030,600857.SH
3031,600858.SH
3032,600859.SH
3033,600860.SH
3034,600861.SH
3035,600862.SH
3036,600863.SH
3037,600864.SH
3038,600865.SH
3039,600866.SH
3040,600867.SH
3041,600868.SH
3042,600869.SH
3043,600870.SH
3044,600871.SH
3045,600872.SH
3046,600873.SH
3047,600874.SH
3048,600875.SH
3049,600876.SH
3050,600877.SH
3051,600878.SH
3052,600879.SH
3053,600880.SH
3054,600881.SH
3055,600882.SH
3056,600883.SH
3057,600884.SH
3058,600885.SH
3059,600886.SH
3060,600887.SH
3061,600888.SH
3062,600889.SH
3063,600890.SH
3064,600891.SH
3065,600892.SH
3066,600893.SH
3067,600894.SH
3068,600895.SH
3069,600896.SH
3070,600897.SH
3071,600898.SH
3072,600899.SH
3073,600900.SH
3074,600901.SH
3075,600903.SH
3076,600908.SH
3077,600909.SH
3078,600917.SH
3079,600919.SH
3080,600926.SH
3081,600928.SH
3082,600929.SH
3083,600933.SH
3084,600936.SH
3085,600939.SH
3086,600958.SH
3087,600959.SH
3088,600960.SH
3089,600961.SH
3090,600962.SH
3091,600963.SH
3092,600965.SH
3093,600966.SH
3094,600967.SH
3095,600968.SH
3096,600969.SH
3097,600970.SH
3098,600971.SH
3099,600973.SH
3100,600975.SH
3101,600976.SH
3102,600977.SH
3103,600978.SH
3104,600979.SH
3105,600980.SH
3106,600981.SH
3107,600982.SH
3108,600983.SH
3109,600984.SH
3110,600985.SH
3111,600986.SH
3112,600987.SH
3113,600988.SH
3114,600989.SH
3115,600990.SH
3116,600991.SH
3117,600992.SH
3118,600993.SH
3119,600995.SH
3120,600996.SH
3121,600997.SH
3122,600998.SH
3123,600999.SH
3124,601000.SH
3125,601001.SH
3126,601002.SH
3127,601003.SH
3128,601005.SH
3129,601006.SH
3130,601007.SH
3131,601008.SH
3132,601009.SH
3133,601010.SH
3134,601011.SH
3135,601012.SH
3136,601015.SH
3137,601016.SH
3138,601018.SH
3139,601019.SH
3140,601020.SH
3141,601021.SH
3142,601028.SH
3143,601038.SH
3144,601058.SH
3145,601066.SH
3146,601068.SH
3147,601069.SH
3148,601077.SH
3149,601086.SH
3150,601088.SH
3151,601098.SH
3152,601099.SH
3153,601100.SH
3154,601101.SH
3155,601106.SH
3156,601107.SH
3157,601108.SH
3158,601111.SH
3159,601113.SH
3160,601116.SH
3161,601117.SH
3162,601118.SH
3163,601126.SH
3164,601127.SH
3165,601128.SH
3166,601137.SH
3167,601138.SH
3168,601139.SH
3169,601155.SH
3170,601158.SH
3171,601162.SH
3172,601163.SH
3173,601166.SH
3174,601168.SH
3175,601169.SH
3176,601177.SH
3177,601179.SH
3178,601186.SH
3179,601188.SH
3180,601198.SH
3181,601199.SH
3182,601200.SH
3183,601208.SH
3184,601211.SH
3185,601212.SH
3186,601216.SH
3187,601218.SH
3188,601222.SH
3189,601225.SH
3190,601226.SH
3191,601228.SH
3192,601229.SH
3193,601231.SH
3194,601233.SH
3195,601236.SH
3196,601238.SH
3197,601258.SH
3198,601268.SH
3199,601288.SH
3200,601298.SH
3201,601299.SH
3202,601311.SH
3203,601318.SH
3204,601319.SH
3205,601326.SH
3206,601328.SH
3207,601330.SH
3208,601333.SH
3209,601336.SH
3210,601339.SH
3211,601360.SH
3212,601366.SH
3213,601368.SH
3214,601369.SH
3215,601375.SH
3216,601377.SH
3217,601388.SH
3218,601390.SH
3219,601398.SH
3220,601500.SH
3221,601512.SH
3222,601515.SH
3223,601518.SH
3224,601519.SH
3225,601555.SH
3226,601558.SH
3227,601566.SH
3228,601567.SH
3229,601577.SH
3230,601579.SH
3231,601588.SH
3232,601595.SH
3233,601598.SH
3234,601599.SH
3235,601600.SH
3236,601601.SH
3237,601606.SH
3238,601607.SH
3239,601608.SH
3240,601611.SH
3241,601615.SH
3242,601616.SH
3243,601618.SH
3244,601619.SH
3245,601628.SH
3246,601633.SH
3247,601636.SH
3248,601658.SH
3249,601666.SH
3250,601668.SH
3251,601669.SH
3252,601677.SH
3253,601678.SH
3254,601688.SH
3255,601689.SH
3256,601696.SH
3257,601698.SH
3258,601699.SH
3259,601700.SH
3260,601717.SH
3261,601718.SH
3262,601727.SH
3263,601766.SH
3264,601777.SH
3265,601788.SH
3266,601789.SH
3267,601798.SH
3268,601799.SH
3269,601800.SH
3270,601801.SH
3271,601808.SH
3272,601811.SH
3273,601816.SH
3274,601818.SH
3275,601828.SH
3276,601838.SH
3277,601857.SH
3278,601858.SH
3279,601860.SH
3280,601865.SH
3281,601866.SH
3282,601869.SH
3283,601872.SH
3284,601877.SH
3285,601878.SH
3286,601880.SH
3287,601881.SH
3288,601882.SH
3289,601886.SH
3290,601888.SH
3291,601890.SH
3292,601898.SH
3293,601899.SH
3294,601900.SH
3295,601901.SH
3296,601908.SH
3297,601916.SH
3298,601918.SH
3299,601919.SH
3300,601928.SH
3301,601929.SH
3302,601933.SH
3303,601939.SH
3304,601949.SH
3305,601952.SH
3306,601958.SH
3307,601965.SH
3308,601966.SH
3309,601968.SH
3310,601969.SH
3311,601975.SH
3312,601985.SH
3313,601988.SH
3314,601989.SH
3315,601990.SH
3316,601991.SH
3317,601992.SH
3318,601996.SH
3319,601997.SH
3320,601998.SH
3321,601999.SH
3322,603000.SH
3323,603001.SH
3324,603002.SH
3325,603003.SH
3326,603005.SH
3327,603006.SH
3328,603007.SH
3329,603008.SH
3330,603009.SH
3331,603010.SH
3332,603011.SH
3333,603012.SH
3334,603013.SH
3335,603015.SH
3336,603016.SH
3337,603017.SH
3338,603018.SH
3339,603019.SH
3340,603020.SH
3341,603021.SH
3342,603022.SH
3343,603023.SH
3344,603025.SH
3345,603026.SH
3346,603027.SH
3347,603028.SH
3348,603029.SH
3349,603030.SH
3350,603031.SH
3351,603032.SH
3352,603033.SH
3353,603035.SH
3354,603036.SH
3355,603037.SH
3356,603038.SH
3357,603039.SH
3358,603040.SH
3359,603041.SH
3360,603042.SH
3361,603043.SH
3362,603045.SH
3363,603050.SH
3364,603053.SH
3365,603055.SH
3366,603056.SH
3367,603058.SH
3368,603059.SH
3369,603060.SH
3370,603063.SH
3371,603066.SH
3372,603067.SH
3373,603068.SH
3374,603069.SH
3375,603076.SH
3376,603077.SH
3377,603078.SH
3378,603079.SH
3379,603080.SH
3380,603081.SH
3381,603083.SH
3382,603085.SH
3383,603086.SH
3384,603088.SH
3385,603089.SH
3386,603090.SH
3387,603093.SH
3388,603096.SH
3389,603098.SH
3390,603099.SH
3391,603100.SH
3392,603101.SH
3393,603103.SH
3394,603105.SH
3395,603106.SH
3396,603108.SH
3397,603109.SH
3398,603110.SH
3399,603111.SH
3400,603113.SH
3401,603115.SH
3402,603116.SH
3403,603117.SH
3404,603118.SH
3405,603121.SH
3406,603123.SH
3407,603126.SH
3408,603127.SH
3409,603128.SH
3410,603129.SH
3411,603131.SH
3412,603133.SH
3413,603136.SH
3414,603138.SH
3415,603139.SH
3416,603156.SH
3417,603157.SH
3418,603158.SH
3419,603159.SH
3420,603160.SH
3421,603161.SH
3422,603165.SH
3423,603166.SH
3424,603167.SH
3425,603168.SH
3426,603169.SH
3427,603177.SH
3428,603178.SH
3429,603179.SH
3430,603180.SH
3431,603181.SH
3432,603183.SH
3433,603185.SH
3434,603186.SH
3435,603187.SH
3436,603188.SH
3437,603189.SH
3438,603192.SH
3439,603195.SH
3440,603196.SH
3441,603197.SH
3442,603198.SH
3443,603199.SH
3444,603200.SH
3445,603203.SH
3446,603208.SH
3447,603214.SH
3448,603217.SH
3449,603218.SH
3450,603220.SH
3451,603222.SH
3452,603223.SH
3453,603225.SH
3454,603226.SH
3455,603227.SH
3456,603228.SH
3457,603229.SH
3458,603232.SH
3459,603233.SH
3460,603236.SH
3461,603238.SH
3462,603239.SH
3463,603256.SH
3464,603258.SH
3465,603259.SH
3466,603260.SH
3467,603266.SH
3468,603267.SH
3469,603268.SH
3470,603269.SH
3471,603277.SH
3472,603278.SH
3473,603279.SH
3474,603283.SH
3475,603286.SH
3476,603288.SH
3477,603289.SH
3478,603290.SH
3479,603297.SH
3480,603298.SH
3481,603299.SH
3482,603300.SH
3483,603301.SH
3484,603303.SH
3485,603305.SH
3486,603306.SH
3487,603308.SH
3488,603309.SH
3489,603311.SH
3490,603313.SH
3491,603315.SH
3492,603316.SH
3493,603317.SH
3494,603318.SH
3495,603319.SH
3496,603320.SH
3497,603321.SH
3498,603322.SH
3499,603323.SH
3500,603326.SH
3501,603327.SH
3502,603328.SH
3503,603329.SH
3504,603330.SH
3505,603331.SH
3506,603332.SH
3507,603333.SH
3508,603335.SH
3509,603336.SH
3510,603337.SH
3511,603338.SH
3512,603339.SH
3513,603345.SH
3514,603348.SH
3515,603351.SH
3516,603355.SH
3517,603356.SH
3518,603357.SH
3519,603358.SH
3520,603359.SH
3521,603360.SH
3522,603363.SH
3523,603365.SH
3524,603366.SH
3525,603367.SH
3526,603368.SH
3527,603369.SH
3528,603377.SH
3529,603378.SH
3530,603379.SH
3531,603380.SH
3532,603383.SH
3533,603385.SH
3534,603386.SH
3535,603387.SH
3536,603388.SH
3537,603389.SH
3538,603390.SH
3539,603393.SH
3540,603396.SH
3541,603398.SH
3542,603399.SH
3543,603416.SH
3544,603421.SH
3545,603429.SH
3546,603444.SH
3547,603456.SH
3548,603458.SH
3549,603466.SH
3550,603477.SH
3551,603486.SH
3552,603488.SH
3553,603489.SH
3554,603496.SH
3555,603499.SH
3556,603500.SH
3557,603501.SH
3558,603505.SH
3559,603506.SH
3560,603507.SH
3561,603508.SH
3562,603515.SH
3563,603516.SH
3564,603517.SH
3565,603518.SH
3566,603519.SH
3567,603520.SH
3568,603527.SH
3569,603528.SH
3570,603530.SH
3571,603533.SH
3572,603535.SH
3573,603536.SH
3574,603538.SH
3575,603551.SH
3576,603555.SH
3577,603556.SH
3578,603557.SH
3579,603558.SH
3580,603559.SH
3581,603566.SH
3582,603567.SH
3583,603568.SH
3584,603569.SH
3585,603577.SH
3586,603578.SH
3587,603579.SH
3588,603580.SH
3589,603583.SH
3590,603585.SH
3591,603586.SH
3592,603587.SH
3593,603588.SH
3594,603589.SH
3595,603590.SH
3596,603595.SH
3597,603596.SH
3598,603598.SH
3599,603599.SH
3600,603600.SH
3601,603601.SH
3602,603602.SH
3603,603603.SH
3604,603605.SH
3605,603606.SH
3606,603607.SH
3607,603608.SH
3608,603609.SH
3609,603610.SH
3610,603611.SH
3611,603612.SH
3612,603613.SH
3613,603615.SH
3614,603616.SH
3615,603617.SH
3616,603618.SH
3617,603619.SH
3618,603626.SH
3619,603628.SH
3620,603629.SH
3621,603630.SH
3622,603633.SH
3623,603636.SH
3624,603637.SH
3625,603638.SH
3626,603639.SH
3627,603648.SH
3628,603650.SH
3629,603655.SH
3630,603656.SH
3631,603657.SH
3632,603658.SH
3633,603659.SH
3634,603660.SH
3635,603661.SH
3636,603662.SH
3637,603663.SH
3638,603665.SH
3639,603666.SH
3640,603667.SH
3641,603668.SH
3642,603669.SH
3643,603676.SH
3644,603677.SH
3645,603678.SH
3646,603679.SH
3647,603680.SH
3648,603681.SH
3649,603683.SH
3650,603685.SH
3651,603686.SH
3652,603687.SH
3653,603688.SH
3654,603689.SH
3655,603690.SH
3656,603693.SH
3657,603696.SH
3658,603697.SH
3659,603698.SH
3660,603699.SH
3661,603700.SH
3662,603701.SH
3663,603703.SH
3664,603706.SH
3665,603707.SH
3666,603708.SH
3667,603709.SH
3668,603711.SH
3669,603712.SH
3670,603713.SH
3671,603716.SH
3672,603717.SH
3673,603718.SH
3674,603719.SH
3675,603721.SH
3676,603722.SH
3677,603725.SH
3678,603726.SH
3679,603727.SH
3680,603728.SH
3681,603729.SH
3682,603730.SH
3683,603733.SH
3684,603737.SH
3685,603738.SH
3686,603739.SH
3687,603755.SH
3688,603757.SH
3689,603758.SH
3690,603766.SH
3691,603767.SH
3692,603768.SH
3693,603773.SH
3694,603776.SH
3695,603777.SH
3696,603778.SH
3697,603779.SH
3698,603786.SH
3699,603787.SH
3700,603788.SH
3701,603789.SH
3702,603790.SH
3703,603797.SH
3704,603798.SH
3705,603799.SH
3706,603800.SH
3707,603801.SH
3708,603803.SH
3709,603806.SH
3710,603808.SH
3711,603809.SH
3712,603810.SH
3713,603811.SH
3714,603813.SH
3715,603815.SH
3716,603816.SH
3717,603817.SH
3718,603818.SH
3719,603819.SH
3720,603822.SH
3721,603823.SH
3722,603825.SH
3723,603826.SH
3724,603828.SH
3725,603829.SH
3726,603833.SH
3727,603838.SH
3728,603839.SH
3729,603843.SH
3730,603848.SH
3731,603855.SH
3732,603856.SH
3733,603858.SH
3734,603859.SH
3735,603860.SH
3736,603861.SH
3737,603863.SH
3738,603866.SH
3739,603867.SH
3740,603868.SH
3741,603869.SH
3742,603871.SH
3743,603876.SH
3744,603877.SH
3745,603878.SH
3746,603879.SH
3747,603880.SH
3748,603881.SH
3749,603882.SH
3750,603883.SH
3751,603885.SH
3752,603886.SH
3753,603887.SH
3754,603888.SH
3755,603889.SH
3756,603890.SH
3757,603893.SH
3758,603895.SH
3759,603896.SH
3760,603897.SH
3761,603898.SH
3762,603899.SH
3763,603900.SH
3764,603901.SH
3765,603903.SH
3766,603906.SH
3767,603908.SH
3768,603909.SH
3769,603912.SH
3770,603915.SH
3771,603916.SH
3772,603917.SH
3773,603918.SH
3774,603919.SH
3775,603920.SH
3776,603922.SH
3777,603926.SH
3778,603927.SH
3779,603928.SH
3780,603929.SH
3781,603933.SH
3782,603936.SH
3783,603937.SH
3784,603938.SH
3785,603939.SH
3786,603948.SH
3787,603955.SH
3788,603956.SH
3789,603958.SH
3790,603959.SH
3791,603960.SH
3792,603963.SH
3793,603966.SH
3794,603967.SH
3795,603968.SH
3796,603969.SH
3797,603970.SH
3798,603976.SH
3799,603977.SH
3800,603978.SH
3801,603979.SH
3802,603980.SH
3803,603982.SH
3804,603983.SH
3805,603985.SH
3806,603986.SH
3807,603987.SH
3808,603988.SH
3809,603989.SH
3810,603990.SH
3811,603991.SH
3812,603992.SH
3813,603993.SH
3814,603995.SH
3815,603996.SH
3816,603997.SH
3817,603998.SH
3818,603999.SH
3819,688001.SH
3820,688002.SH
3821,688003.SH
3822,688005.SH
3823,688006.SH
3824,688007.SH
3825,688008.SH
3826,688009.SH
3827,688010.SH
3828,688011.SH
3829,688012.SH
3830,688015.SH
3831,688016.SH
3832,688018.SH
3833,688019.SH
3834,688020.SH
3835,688021.SH
3836,688022.SH
3837,688023.SH
3838,688025.SH
3839,688026.SH
3840,688028.SH
3841,688029.SH
3842,688030.SH
3843,688033.SH
3844,688036.SH
3845,688037.SH
3846,688039.SH
3847,688058.SH
3848,688066.SH
3849,688068.SH
3850,688078.SH
3851,688080.SH
3852,688081.SH
3853,688086.SH
3854,688088.SH
3855,688089.SH
3856,688090.SH
3857,688098.SH
3858,688099.SH
3859,688100.SH
3860,688101.SH
3861,688108.SH
3862,688111.SH
3863,688116.SH
3864,688118.SH
3865,688122.SH
3866,688123.SH
3867,688128.SH
3868,688138.SH
3869,688139.SH
3870,688158.SH
3871,688159.SH
3872,688166.SH
3873,688168.SH
3874,688169.SH
3875,688177.SH
3876,688178.SH
3877,688181.SH
3878,688186.SH
3879,688188.SH
3880,688196.SH
3881,688198.SH
3882,688199.SH
3883,688200.SH
3884,688202.SH
3885,688208.SH
3886,688218.SH
3887,688233.SH
3888,688258.SH
3889,688266.SH
3890,688268.SH
3891,688278.SH
3892,688288.SH
3893,688298.SH
3894,688299.SH
3895,688300.SH
3896,688310.SH
3897,688321.SH
3898,688333.SH
3899,688357.SH
3900,688358.SH
3901,688363.SH
3902,688366.SH
3903,688368.SH
3904,688369.SH
3905,688388.SH
3906,688389.SH
3907,688396.SH
3908,688398.SH
3909,688399.SH
3910,T00018.SH
